name,t_in,t_out,EStart,EEnd
2016005781,20,28,53.75349330327788,62.159283918652086
2016005781,53,100,62.64026878327785,74.81269130829816
2016000486,20,98,17.984228260541204,39.45627511240971
2015001236,117,143,74.22751679999999,75.0
2012004637,17,98,64.18523518327788,75.0
2016007597,21,99,71.91006718327789,75.0
2013009190,36,102,15.776287983277875,72.59527833512422
2014001432,56,143,4.675,23.45733333157742
2013009009,5,143,71.91006718327789,75.0
2013002441,36,99,56.19647142327788,74.81139014369276
2014001490,38,99,68.04765118327789,75.0
2016008917,20,30,57.60303458327789,66.4656535446227
2016008917,58,99,59.03534718327787,74.70055796509317
2015006046,5,99,24.099720260541197,39.99997310339143
2016001444,123,143,28.726690192000003,30.0
2013005932,14,99,24.46708907446736,29.537652057617098
2013004499,24,42,52.5970359956624,59.17844885978924
2013004499,55,99,58.667466479999995,60.0
2012010268,12,102,38.905648260541206,40.0
2012004774,18,40,4.675,23.3187775735751
2012004774,50,143,19.184854718244086,23.485260397464728
2013006526,44,99,4.775,30.0
2012002496,0,143,13.049123955571233,29.999999994467355
2015000713,4,143,20.55279371824406,24.0
2013000075,39,99,66.50268478327789,75.0
2015008134,17,99,21.264122,24.0
2015003242,38,100,36.7169458605412,40.0
2016006927,28,99,70.36510078327785,75.0
2014003755,6,99,37.264121460541205,40.0
2016003638,43,143,39.4528238605412,40.0
2015003499,105,143,37.264122,40.0
2016007292,14,26,54.07762879999999,58.870929121666016
2016007292,34,132,52.597036,60.0
2016007292,135,143,58.519407199999996,60.0
2013005540,18,99,15.573495758244059,23.45733333157742
2016004358,49,99,28.892774080000002,30.0
2016004358,140,143,28.33916112,29.559566444851402
2016009119,9,16,26.678322234467363,29.438190553912087
2016009119,22,99,28.33916112,30.0
2015008747,21,27,21.811297598244067,23.882051690036562
2015008747,40,58,22.358473200000002,24.0
2015008747,115,143,23.179236600000003,24.0
2016007762,36,100,19.403724958244062,24.0
2016007518,5,99,39.28867118054121,40.0
2016008161,36,98,6.018174260250929,39.954265730126394
2013000748,22,99,59.2597036,60.0
2016002203,33,99,15.24557087446735,29.99999999446736
2014003156,45,123,28.671328896000002,30.0
2014003156,125,143,29.640151576,30.0
2012005554,16,100,67.275168,75.0
2012005554,102,106,69.5926176,71.65604668895007
2014005742,42,99,7.169463460541204,40.0
2012006563,11,16,27.23193519446735,29.317887349162604
2012006563,23,46,29.723193520000002,30.0
2012006563,52,100,29.723193520000002,30.0
2013007445,34,39,35.62259466054119,38.30380895209552
2013007445,46,99,31.792366,40.0
2015005812,38,129,57.7791107956624,60.0
2015005812,136,143,57.7791108,60.0
2014004154,50,143,66.50268478327789,75.0
2013004513,23,24,36.224487820541206,36.823042285999534
2013004513,36,102,38.3584732,40.0
2013007295,36,143,21.537709798244062,24.0
2016007681,15,100,33.62701306054119,39.894406692925074
2014007518,22,30,28.892774080000002,30.0
2014007518,36,100,29.16958056,30.0
2014007518,137,143,28.47756436,30.0
2015004381,9,18,71.98731550327788,75.0
2015004381,22,100,74.18889263999999,75.0
2015000392,69,126,47.04481299566242,59.93659719257289
2015000392,139,143,58.51940719566238,60.0
2015001729,35,106,74.6137584,75.0
2016004567,17,114,4.75,39.891043414661006
2016000534,20,100,57.0388143956624,60.0
2013008465,26,104,20.716946399999998,24.0
2016004576,15,38,27.2319352,30.0
2016004576,62,100,24.463870399999998,30.0
2014003380,1,109,21.86601515824407,24.0
2012001101,58,136,27.923951399999996,30.0
2012004869,51,100,39.7264122,40.0
2012004869,124,132,39.7264122,40.0
2015000917,28,35,53.33733239566241,56.947802634490785
2015000917,38,102,57.03881440000001,60.0
2015006948,25,128,17.680121818244068,24.0
2014007537,30,143,27.508741674467355,30.0
2012006987,103,138,23.079837994467354,29.993465771898695
2012007886,16,20,60.3228192,64.0127074721454
2012007886,57,100,68.8201344,75.0
2012007886,120,128,71.137584,74.16644168851697
2014007969,25,100,21.89063806024408,24.0
2013005368,4,143,22.905648798244062,24.0
2012005072,24,60,23.069801480000002,24.0
2012005072,63,111,23.069801480000002,24.0
2012005072,117,143,23.069801480000002,24.0
2013000533,10,143,32.661409060541196,39.54356485340632
2014001142,42,100,43.90755118327786,74.87071960803151
2014006182,6,100,28.155696354467356,30.0
2015007706,16,100,43.16725478327786,74.90873490953031
2016000829,42,112,15.95651867824406,23.999999998244068
2016003971,23,143,29.723193520000002,30.0
2012002274,16,27,65.34395998327788,70.90830956044199
2012002274,28,101,73.84127520000001,75.0
2015006270,44,51,71.91006718327786,74.51159473169231
2015006270,54,101,71.9100672,75.0
2016002677,14,116,36.419950315662405,59.45733332899571
2013001819,39,101,32.50369374054119,40.0
2015000835,38,101,22.98971495446736,30.0
2012003732,10,29,22.632061,24.0
2012003732,30,98,23.4528244,24.0
2012005696,118,143,4.775,27.99274229713125
2013000092,2,143,53.48217299566239,60.0
2016000784,17,102,59.259703595662394,60.0
2016000784,102,132,59.2597036,60.0
2015001903,16,100,4.675,23.999999998244085
2015000565,113,143,18.65415299446735,29.94133203798755
2015008329,18,27,54.27170078327788,63.541898213747615
2015008329,28,102,74.61375838327788,75.0
2016004377,12,16,4.675,9.016333333333334
2016004377,23,106,7.502582566666667,23.67439999824406
2014004022,22,143,58.6674664756624,60.0
2013008450,19,133,25.903264096,30.0
2015009163,15,128,21.537709798244062,24.0
2016008465,29,102,62.59520726327787,75.0
2013007752,138,143,74.22751679999999,75.0
2016008014,14,143,18.37412783446736,29.45733332780067
2015001244,14,143,59.18567395566239,60.0
2012003712,4,38,38.823572459999994,40.0
2012003712,40,103,39.233954159999996,40.0
2014006863,37,42,23.91025744,27.536144432930243
2014006863,47,128,21.70063361446735,29.99999999446738
2012007474,15,16,35.075419600000004,35.766426920922946
2012007474,26,141,38.3584732,40.0
2015002172,70,121,5.75,61.091710136142154
2015001883,106,143,15.754063706244068,23.67439999824407
2013007627,59,102,32.339541060541194,39.98469376174563
2015000944,27,34,4.775,12.372333333333334
2015000944,43,104,10.361171653333333,30.0
2015008817,12,18,28.145396584,29.966553673950084
2015008817,24,143,28.006993344,30.0
2015002050,24,143,37.8112970605412,40.0
2015002467,46,108,27.769015460541226,39.454548026564936
2015007023,72,142,64.63585038327788,75.0
2012006959,6,102,21.26412199824407,24.0
2015007094,15,24,19.548946034467356,27.52791513212821
2015007094,29,102,26.49485747446736,30.0
2016006007,43,102,28.892774074467347,30.0
2014007659,16,27,54.81792519566241,58.917535589421604
2014007659,31,102,58.8895554,60.0
2012009644,72,143,4.775,30.0
2012009671,13,102,23.4528244,24.0
2015005115,46,143,17.704642394467363,29.99999999446733
2015005654,11,143,36.339394696541206,40.0
2012001098,48,60,10.327427834467361,23.351427834467362
2012001098,62,120,22.244201914467364,29.45733332780067
2012001821,30,102,21.695805594467352,29.99999999446736
2015006164,12,132,50.3761467956624,60.0
2012009308,103,143,38.9056488,40.0
2016005907,33,126,58.5194071956624,60.0
2013007028,34,102,68.82013438327787,75.0
2015007763,50,102,37.264122,40.0
2015007763,128,143,37.264122,40.0
2015007801,16,105,21.237143694467346,29.99999999446738
2016008694,105,143,21.264122,24.0
2012010368,22,93,21.81129759824406,24.0
2015007833,23,24,4.775,5.860333333333334
2015007833,44,143,4.775,29.457333327800697
2014004105,25,143,27.78554815446736,30.0
2015003283,28,105,4.75,40.0
2012003562,31,42,56.66866619566239,60.0
2012003562,57,116,56.6686662,60.0
2015002917,32,102,23.72641219824407,24.0
2014008877,32,35,39.4528244,40.0
2014008877,37,143,39.4528244,40.0
2016006094,16,102,18.93417815446735,29.999999994467373
2016005594,39,102,27.231935194467358,30.0
2015004822,24,143,4.675,23.999999998244085
2016009167,6,17,72.06456384,75.0
2016009167,20,105,72.45080544,75.0
2016005510,39,102,24.463870394467364,30.0
2016000310,16,102,22.49526709824406,24.0
2013007854,27,102,19.75816023446736,29.999999994467373
2016003679,20,102,22.632061,24.0
2016003679,119,123,22.084885399999997,23.652856208127297
2016003679,142,143,22.358473200000002,22.818421366569673
2016004851,27,143,65.73020158327787,75.0
2016000521,14,102,65.7302016,75.0
2013005298,14,20,23.910257434467347,28.292188092613568
2013005298,25,143,29.169580554467373,30.0
2014006056,8,128,55.55822159566241,60.0
2014006056,134,143,54.07762879999999,57.930358298362634
2016001332,40,143,4.75,39.99982933332367
2012000586,38,102,28.339161114467355,30.0
2016000524,27,40,23.910257434467354,29.42413232255587
2016000524,58,143,27.78554815446733,30.0
2013008900,32,102,19.62259519824407,24.0
2012005378,35,102,12.171731474467363,29.99999999446738
2012001480,126,143,71.13758398327788,75.0
2014001390,8,102,20.16977079824406,23.67224445752116
2016003784,18,102,52.308305983277876,74.95719793743503
2012005866,24,33,28.89277407446737,30.0
2012005866,55,60,28.892774080000002,30.0
2012005866,99,143,22.803031519999998,29.999999994467338
2013007917,33,102,18.52824399824407,23.99999999824409
2016001507,10,30,37.811297599999996,40.0
2016001507,103,143,38.3584732,40.0
2016005073,17,102,63.79899358327788,75.0
2014004541,26,110,32.6614096,40.0
2016000633,35,42,71.91006718327789,74.60733783270642
2016000633,42,103,74.22751679999999,75.0
2016004717,4,143,38.563663510541204,40.0
2016004029,112,143,20.388641039999996,24.0
2016003385,40,42,48.15525759566239,50.19987065405188
2016003385,58,102,54.07762879999999,60.0
2013008001,42,143,23.5847314605412,39.99999946054122
2013005525,12,138,73.45503358327788,75.0
2013005323,124,143,71.137584,75.0
2014000785,38,143,4.75,39.45722190234788
2013001451,14,102,18.25465619824407,23.457333331577395
2016008688,42,44,30.698014260541186,32.82317992247772
2016008688,62,102,37.26412146054122,40.0
2012007392,20,102,8.35077783824407,23.565866664910708
2013007614,2,108,22.358473198244074,24.0
2013007614,138,143,22.358473200000002,23.86364803258933
2014005292,20,25,17.98106839824406,21.674421726102253
2014005292,38,97,21.811297599999996,24.0
2016005545,38,143,19.94233049627697,59.99999999566239
2012001866,30,143,25.543415672000002,30.0
2012003893,21,103,58.37134792,60.0
2014002263,18,102,19.207326660541206,39.99959026937954
2015006989,20,143,38.905648260541184,40.0
2014001624,5,102,58.5194071956624,60.0
2014006902,34,102,16.1495806605412,39.77740598798056
2013008153,25,110,14.424426998244058,23.999999998244043
2015004092,31,102,50.8943542756624,60.0
2014008433,16,103,20.65295327446735,29.457333327800697
2013004941,39,104,26.8516916605412,40.0
2012004645,22,42,13.845688864910741,24.0
2012004645,48,103,11.96213679824405,23.999999998244075
2013000946,20,143,27.398019088,30.0
2015005012,14,103,57.7791107956624,60.0
2012001216,15,35,64.18523518327788,72.87081002463715
2012001216,38,103,74.07302016000001,75.0
2013003959,14,22,22.405524534467357,28.529010745666845
2013003959,36,104,14.226858654467375,29.99999999446736
2014006654,19,29,18.319410274467348,27.467696885302786
2016003093,4,143,28.33916111446736,30.0
2013001293,31,104,4.675,23.999999998244085
2014008570,108,143,59.259703595662415,60.0
2016002512,51,103,48.932568815662414,59.946041136906366
2012007427,19,103,33.43389226054119,40.0
2013006968,27,143,20.169770798244063,24.0
2015006303,23,36,19.403724958244062,24.0
2015006303,45,103,20.169770800000002,24.0
2013005046,20,103,27.2319352,30.0
2012010094,41,103,13.05648799824406,23.99999999824405
2012009409,17,104,68.19249178327789,75.0
2013004328,110,143,21.264122,24.0
2012010195,34,104,27.453380378467347,30.0
2013003097,32,36,71.91006718327789,73.61561347100655
2014003525,21,110,29.501748336,30.0
2014004400,26,103,63.41275198327788,74.90630171417817
2012008626,134,143,21.455633459999998,24.0
2012010469,15,24,21.695805594467352,28.272690003986025
2012010469,27,103,29.446387034467357,30.0
2016008729,13,143,28.339161114467355,30.0
2016006437,27,104,13.527059014244063,24.0
2015006952,40,105,32.230105940541186,39.49244375031204
2016007039,14,104,70.46166118327788,75.0
2016004790,34,104,36.10137385,40.0
2016004790,129,143,36.7169464,40.0
2012004288,48,104,57.77911079566241,60.0
2013006827,28,35,20.169770800000002,23.66149157041639
2013006827,136,143,21.175205965,23.76294485348944
2013000293,34,104,14.23291553824406,24.0
2014006098,14,104,19.622595198244063,24.0
2013007902,22,104,27.83338906054121,40.0
2014001178,2,102,20.71694639824406,23.841911371656877
2014004281,16,128,12.42600719446736,30.0
2014004281,142,143,28.892774074467365,29.2944508908355
2016001814,39,104,15.776287983277875,72.41389552870592
2012008140,46,104,57.7791108,60.0
2012001596,39,115,35.8961824605412,40.0
2013007098,40,104,38.75671199566241,60.0
2013004806,18,39,25.01748335446736,29.973520482440062
2013004806,54,120,23.35664448,30.0
2013004806,127,143,29.114219258467347,30.0
2012010373,42,43,32.4763349605412,33.432599477196426
2012010373,46,98,39.179236599999996,40.0
2015003598,34,104,55.854340155662385,60.0
2016006878,37,104,37.264121460541205,40.0
2015000287,32,104,15.792365998244062,23.457333331577377
2015007322,30,143,16.83199963824406,24.0
2013005356,10,104,21.264121998244068,24.0
2015002849,45,143,12.564029958244063,23.99999999824407
2013007360,32,104,12.388933766244058,23.45733333157741
2015004731,111,143,25.326476639999996,30.0
2015006284,20,135,72.68255038327787,75.0
2015008448,0,104,28.892774080000002,30.0
2015008448,134,138,28.892774080000002,30.0
2014002496,16,103,25.8732129405412,39.457248303143174
2016003669,18,104,58.14925899566239,60.0
2014008369,18,24,5.152214590000002,11.664214590000002
2014008369,49,104,5.367186256666669,23.999999998244064
2014000154,34,143,44.39065954070858,60.0
2014006631,26,104,20.224868834467344,29.457333327800683
2012005701,16,104,45.194071995662426,60.0
2015000975,128,143,28.892774074467354,30.0
2012006703,39,104,21.237143694467356,29.999999994467338
2014003345,32,120,73.45503360000001,75.0
2012005564,20,114,71.13758398327788,75.0
2012003265,1,143,32.3395410605412,39.90378321290873
2016007089,15,143,4.675,23.999999998244085
2012003557,40,103,26.67832223446737,30.0
2012001585,48,104,42.23288639566238,59.88879456353473
2013005075,40,104,31.25162722054121,40.0
2016004298,27,104,71.91006718327789,75.0
2012007800,30,45,17.10558743824406,23.23804678095727
2012007800,55,143,22.358473198244063,24.0
2016008483,28,104,51.8567395956624,60.0
2012006947,48,104,5.75,65.2944718166313
2014008531,40,143,23.356644474467345,29.999999994467366
2013006239,20,104,65.73020158327787,75.0
2014006545,20,104,73.84127518327787,75.0
2012009410,38,105,15.979429914467358,29.457333327800676
2012010577,10,104,58.51940719566238,60.0
2016005343,14,24,32.661409060541196,38.129949806641484
2016005343,51,104,24.71127,39.98503622414065
2014003491,36,104,55.97438250327788,74.54852639892016
2014003754,3,32,67.43610198327785,75.0
2014003754,62,122,72.14181216,75.0
2013001867,2,104,58.001199715662416,60.0
2013001867,142,143,58.00119972,58.4733903109936
2014001643,22,104,26.955128714467353,30.0
2013007327,8,27,45.837807995662374,56.999867733063404
2013007327,40,104,54.07762879566237,60.0
2015008688,44,104,55.043232795662384,60.0
2015006385,39,104,21.821334114467362,29.999999994467363
2012001192,112,143,48.15525759566239,59.29264231676515
2016006390,24,104,32.66140906054118,40.0
2016000127,30,104,23.91025743446735,29.473989933071067
2014005850,51,143,35.0754190605412,40.0
2016005047,32,143,4.775,29.457333327800697
2016005793,19,36,20.9905342,24.0
2016005793,44,104,21.264122,24.0
2015000272,12,20,65.1669325832779,69.84073299143589
2015000272,22,104,74.6137584,75.0
