Mon, 07 Sep 2020 11:09:43 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:09:45 INFO     Done!
Mon, 07 Sep 2020 11:09:45 INFO     Program started
Mon, 07 Sep 2020 11:09:45 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:09:45 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:09:45 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:09:45 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:Mon, 07 Sep 2020 11:09:46 INFO     Program started
Mon, 07 Sep 2020 11:09:46 INFMon, 07 Sep 2020 11:09:48 INFO     Done!
Mon, 07 Sep 2020 11:09:48 INFO     Program started
Mon, 07 Sep 2020 11:09:48 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:09:48 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:09:48 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:09:48 INFO     Given model file found and selected froMon, 07 Sep 2020 11:09:49 INFO     Done!
Mon, 07 Sep 2020 11:09:50 INFO     Program started
Mon, 07 Sep 2020 11:09:50 INFMon, 07 Sep 2020 11:09:53 INFO     Done!
Mon, 07 Sep 2020 11:09:54 INFO     Program started
Mon, 07 Sep 2020 11:09:54 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:09:54 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:09:54 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:09:54 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:09:54 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:09:58 INFO     Done!
Mon, 07 Sep 2020 11:09:59 INFO     Program started
Mon, 07 Sep 2020 11:09:59 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:09:59 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:09:59 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:09:59 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:09:59 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:04 INFO     Done!
Mon, 07 Sep 2020 11:10:04 INFO     Program started
Mon, 07 Sep 2020 11:10:04 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:04 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:04 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:04 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:04 INFO     Given testcase file found and selected from the testcase library
